product_rule_id,product_id,product_name,category_id,storage_type_id,storage_condition,temperature_profile,rule_status,min_value,max_value,duration_unit,normalized_min_days,normalized_max_days,recommended_days,evidence_classification,confidence,source_name,source_url,source_locator,source_value_text,handling_notes
288,96,Blood Cockle,3,2,FREEZER,<= -18 C,NOT_RECOMMENDED,,,,,,,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fresh clams, mussels, oysters; freezing not recommended",Freezing not recommended for the specified fresh/live state,Keep continuously chilled/frozen; use package instructions when more restrictive.
289,97,Asian Green Mussel,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
290,97,Asian Green Mussel,3,1,FRIDGE,0-4 C,AVAILABLE,5,10,DAYS,5.0,10.0,7.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fresh clams, mussels, oysters; freezing not recommended","5-10 days refrigerated; FoodKeeper category: Fresh clams, mussels, oysters; freezing not recommended",Keep continuously chilled/frozen; use package instructions when more restrictive.
291,97,Asian Green Mussel,3,2,FREEZER,<= -18 C,NOT_RECOMMENDED,,,,,,,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fresh clams, mussels, oysters; freezing not recommended",Freezing not recommended for the specified fresh/live state,Keep continuously chilled/frozen; use package instructions when more restrictive.
292,98,Belcher's Oyster,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
293,98,Belcher's Oyster,3,1,FRIDGE,0-4 C,AVAILABLE,5,10,DAYS,5.0,10.0,7.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fresh clams, mussels, oysters; freezing not recommended","5-10 days refrigerated; FoodKeeper category: Fresh clams, mussels, oysters; freezing not recommended",Keep continuously chilled/frozen; use package instructions when more restrictive.
294,98,Belcher's Oyster,3,2,FREEZER,<= -18 C,NOT_RECOMMENDED,,,,,,,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fresh clams, mussels, oysters; freezing not recommended",Freezing not recommended for the specified fresh/live state,Keep continuously chilled/frozen; use package instructions when more restrictive.
295,99,Asiatic Hard Clam,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
296,99,Asiatic Hard Clam,3,1,FRIDGE,0-4 C,AVAILABLE,5,10,DAYS,5.0,10.0,7.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fresh clams, mussels, oysters; freezing not recommended","5-10 days refrigerated; FoodKeeper category: Fresh clams, mussels, oysters; freezing not recommended",Keep continuously chilled/frozen; use package instructions when more restrictive.
297,99,Asiatic Hard Clam,3,2,FREEZER,<= -18 C,NOT_RECOMMENDED,,,,,,,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fresh clams, mussels, oysters; freezing not recommended",Freezing not recommended for the specified fresh/live state,Keep continuously chilled/frozen; use package instructions when more restrictive.
298,100,Asian Moon Scallop,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
299,100,Asian Moon Scallop,3,1,FRIDGE,0-4 C,AVAILABLE,3,10,DAYS,3.0,10.0,6.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Shucked clams, mussels, and oysters","3-10 days refrigerated; FoodKeeper category: Shucked clams, mussels, and oysters",Keep continuously chilled/frozen; use package instructions when more restrictive.
300,100,Asian Moon Scallop,3,2,FREEZER,<= -18 C,AVAILABLE,3,4,MONTHS,90.0,120.0,105.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Shucked clams, mussels, and oysters","3-4 months frozen; FoodKeeper category: Shucked clams, mussels, and oysters",Keep continuously chilled/frozen; use package instructions when more restrictive.
